tDate,Area,Confirmeds,Deaths
2020-06-10,세종,0,0
2020-06-10,울산,0,0
2020-06-10,인천,8,0
2020-06-10,충북,0,0
2020-06-10,전남,0,0
2020-06-10,전북,0,0
2020-06-10,제주,0,0
2020-06-10,충남,0,0
2020-06-11,충남,0,0
2020-06-11,제주,0,0
2020-06-11,전북,0,0
2020-06-11,전남,0,0
2020-06-11,충북,0,0
2020-06-11,인천,6,0
2020-06-11,울산,0,0
2020-06-11,세종,0,0
2020-06-11,서울,21,0
2020-06-11,대구,0,0
2020-06-11,광주,0,0
2020-06-11,경남,0,0
2020-06-11,경북,0,0
2020-06-11,강원,0,0
2020-06-11,경기,16,0
2020-06-11,경남,0,0
2020-06-11,경북,0,0
2020-06-11,광주,0,0
2020-06-11,대구,0,0
2020-06-11,대전,0,0
2020-06-11,부산,0,0
2020-06-11,서울,21,0
2020-06-11,세종,0,0
2020-06-11,울산,0,0
2020-06-11,인천,6,0
2020-06-11,전남,0,0
2020-06-11,전북,0,0
2020-06-11,제주,0,0
2020-06-11,충남,0,0
2020-06-11,충북,0,0
2020-06-11,부산,0,0
2020-06-11,경기,16,0
2020-06-11,대전,0,0
2020-06-11,강원,0,0
2020-06-12,강원,0,0
2020-06-12,대전,0,0
2020-06-12,경기,19,0
2020-06-12,부산,0,0
2020-06-12,강원,0,0
2020-06-12,경기,19,0
2020-06-12,경남,0,0
2020-06-12,경북,0,0
2020-06-12,광주,0,0
2020-06-12,대구,1,1
2020-06-12,대전,0,0
2020-06-12,부산,0,0
2020-06-12,서울,25,0
2020-06-12,세종,0,0
2020-06-12,울산,0,0
2020-06-12,인천,1,0
2020-06-12,전남,0,0
2020-06-12,전북,0,0
2020-06-12,제주,0,0
2020-06-12,충남,0,0
2020-06-12,충북,0,0
2020-06-12,경북,0,0
2020-06-12,경남,0,0
2020-06-12,광주,0,0
2020-06-12,대구,1,1
2020-06-12,서울,25,0
2020-06-12,세종,0,0
2020-06-12,울산,0,0
2020-06-12,인천,1,0
2020-06-12,충북,0,0
2020-06-12,전남,0,0
2020-06-12,전북,0,0
2020-06-12,제주,0,0
2020-06-12,충남,0,0
2020-06-13,충남,1,0
2020-06-13,제주,0,0
2020-06-13,전북,0,0
2020-06-13,전남,0,0
2020-06-13,충북,0,0
2020-06-13,인천,1,0
2020-06-13,울산,0,0
2020-06-13,세종,0,0
2020-06-13,서울,29,0
2020-06-13,대구,3,0
2020-06-13,광주,0,0
2020-06-13,경남,0,0
2020-06-13,경북,0,0
2020-06-13,강원,0,0
2020-06-13,경기,14,0
2020-06-13,경남,0,0
2020-06-13,경북,0,0
2020-06-13,광주,0,0
2020-06-13,대구,3,0
2020-06-13,대전,0,0
2020-06-13,부산,0,0
2020-06-13,서울,29,0
2020-06-13,세종,0,0
2020-06-13,울산,0,0
2020-06-13,인천,1,0
2020-06-13,전남,0,0
2020-06-13,전북,0,0
2020-06-13,제주,0,0
2020-06-13,충남,1,0
2020-06-13,충북,0,0
2020-06-13,부산,0,0
2020-06-13,경기,14,0
2020-06-13,대전,0,0
2020-06-13,강원,0,0
2020-06-14,강원,1,0
2020-06-14,대전,0,0
2020-06-14,경기,10,0
2020-06-14,부산,0,0
2020-06-14,강원,1,0
2020-06-14,경기,10,0
2020-06-14,경남,0,0
2020-06-14,경북,0,0
2020-06-14,광주,0,0
2020-06-14,대구,2,0
2020-06-14,대전,0,0
2020-06-14,부산,0,0
2020-06-14,서울,12,0
2020-06-14,세종,0,0
2020-06-14,울산,0,0
2020-06-14,인천,8,0
2020-06-14,전남,0,0
2020-06-14,전북,0,0
2020-06-14,제주,0,0
2020-06-14,충남,0,0
2020-06-14,충북,0,0
2020-06-14,경북,0,0
2020-06-14,경남,0,0
2020-06-14,광주,0,0
2020-06-14,대구,2,0
2020-06-14,서울,12,0
2020-06-14,세종,0,0
2020-06-14,울산,0,0
2020-06-14,인천,8,0
2020-06-14,충북,0,0
2020-06-14,전남,0,0
2020-06-14,전북,0,0
2020-06-14,제주,0,0
2020-06-14,충남,0,0
2020-06-15,충남,2,0
2020-06-15,제주,0,0
2020-06-15,전북,0,0
2020-06-15,전남,0,0
2020-06-15,충북,0,0
2020-06-15,인천,8,0
2020-06-15,울산,0,0
2020-06-15,세종,0,0
2020-06-15,서울,7,0
2020-06-15,대구,0,0
2020-06-15,광주,0,0
2020-06-15,경남,3,0
2020-06-15,경북,0,0
2020-06-15,강원,0,0
2020-06-15,경기,10,0
2020-06-15,경남,3,0
2020-06-15,경북,0,0
2020-06-15,광주,0,0
2020-06-15,대구,0,0
2020-06-15,대전,0,0
2020-06-15,부산,0,0
2020-06-15,서울,7,0
2020-06-15,세종,0,0
2020-06-15,울산,0,0
2020-06-15,인천,8,0
2020-06-15,전남,0,0
2020-06-15,전북,0,0
2020-06-15,제주,0,0
2020-06-15,충남,2,0
2020-06-15,충북,0,0
2020-06-15,부산,0,0
2020-06-15,경기,10,0
2020-06-15,대전,0,0
2020-06-15,강원,0,0
2020-06-16,강원,0,0
2020-06-16,대전,3,0
2020-06-16,경기,5,0
2020-06-16,부산,1,0
2020-06-16,강원,0,0
2020-06-16,경기,5,0
2020-06-16,경남,2,0
2020-06-16,경북,0,0
2020-06-16,광주,0,0
2020-06-16,대구,0,0
2020-06-16,대전,3,0
2020-06-16,부산,1,0
2020-06-16,서울,12,0
2020-06-16,세종,0,0
2020-06-16,울산,0,0
2020-06-16,인천,2,1
2020-06-16,전남,0,0
2020-06-16,전북,0,0
2020-06-16,제주,0,0
2020-06-16,충남,0,0
2020-06-16,충북,0,0
2020-06-16,경북,0,0
2020-06-16,경남,2,0
2020-06-16,광주,0,0
2020-06-16,대구,0,0
2020-06-16,서울,12,0
2020-06-16,세종,0,0
2020-06-16,울산,0,0
2020-06-16,인천,2,1
2020-06-16,충북,0,0
2020-06-16,전남,0,0
2020-06-16,전북,0,0
2020-06-16,제주,0,0
2020-06-16,충남,0,0
2020-06-17,충남,1,0
2020-06-17,제주,1,0
2020-06-17,전북,0,0
2020-06-17,전남,0,0
2020-06-17,충북,0,0
2020-06-17,인천,2,0
2020-06-17,울산,0,0
2020-06-17,세종,0,0
2020-06-17,서울,13,1
2020-06-17,대구,1,0
2020-06-17,광주,0,0
2020-06-17,경남,0,0
2020-06-17,경북,0,0
2020-06-17,강원,0,0
2020-06-17,경기,13,0
2020-06-17,경남,0,0
2020-06-17,경북,0,0
2020-06-17,광주,0,0
2020-06-17,대구,1,0
2020-06-17,대전,5,0
2020-06-17,부산,0,0
2020-06-17,서울,13,1
2020-06-17,세종,0,0
2020-06-17,울산,0,0
2020-06-17,인천,2,0
2020-06-17,전남,0,0
2020-06-17,전북,0,0
2020-06-17,제주,1,0
2020-06-17,충남,1,0
2020-06-17,충북,0,0
2020-06-17,부산,0,0
2020-06-17,경기,13,0
2020-06-17,대전,5,0
2020-06-17,강원,0,0
2020-06-18,강원,0,0
2020-06-18,대전,7,0
2020-06-18,경기,16,0
2020-06-18,부산,0,0
2020-06-18,강원,0,0
2020-06-18,경기,16,0
2020-06-18,경남,0,0
2020-06-18,경북,0,0
2020-06-18,광주,0,0
2020-06-18,대구,1,0
2020-06-18,대전,7,0
2020-06-18,부산,0,0
2020-06-18,서울,25,1
2020-06-18,세종,1,0
2020-06-18,울산,0,0
2020-06-18,인천,1,0
2020-06-18,전남,0,0
2020-06-18,전북,1,0
2020-06-18,제주,0,0
2020-06-18,충남,3,0
2020-06-18,충북,0,0
2020-06-18,경북,0,0
2020-06-18,경남,0,0
2020-06-18,광주,0,0
2020-06-18,대구,1,0
2020-06-18,서울,25,1
2020-06-18,세종,1,0
2020-06-18,울산,0,0
2020-06-18,인천,1,0
2020-06-18,충북,0,0
2020-06-18,전남,0,0
2020-06-18,전북,1,0
2020-06-18,제주,0,0
2020-06-18,충남,3,0
2020-06-19,충남,0,0
2020-06-19,제주,3,0
2020-06-19,전북,0,0
2020-06-19,전남,0,0
2020-06-19,충북,0,0
2020-06-19,인천,0,0
2020-06-19,울산,0,0
2020-06-19,세종,0,0
2020-06-19,서울,18,0
2020-06-19,대구,0,0
2020-06-19,광주,0,0
2020-06-19,경남,0,0
2020-06-19,경북,0,0
2020-06-19,강원,0,0
2020-06-19,경기,11,0
2020-06-19,경남,0,0
2020-06-19,경북,0,0
2020-06-19,광주,0,0
2020-06-19,대구,0,0
2020-06-19,대전,6,0
2020-06-19,부산,0,0
2020-06-19,서울,18,0
2020-06-19,세종,0,0
2020-06-19,울산,0,0
2020-06-19,인천,0,0
2020-06-19,전남,0,0
2020-06-19,전북,0,0
2020-06-19,제주,3,0
2020-06-19,충남,0,0
2020-06-19,충북,0,0
2020-06-19,부산,0,0
2020-06-19,경기,11,0
2020-06-19,대전,6,0
2020-06-19,강원,0,0
2020-06-20,강원,0,0
2020-06-20,대전,5,0
2020-06-20,경기,17,0
2020-06-20,부산,2,0
2020-06-20,강원,0,0
2020-06-20,경기,17,0
2020-06-20,경남,0,0
2020-06-20,경북,1,0
2020-06-20,광주,0,0
2020-06-20,대구,2,0
2020-06-20,대전,5,0
2020-06-20,부산,2,0
2020-06-20,서울,14,0
2020-06-20,세종,0,0
2020-06-20,울산,0,0
2020-06-20,인천,5,0
2020-06-20,전남,0,0
2020-06-20,전북,1,0
2020-06-20,제주,0,0
2020-06-20,충남,2,0
2020-06-20,충북,0,0
2020-06-20,경북,1,0
2020-06-20,경남,0,0
2020-06-20,광주,0,0
2020-06-20,대구,2,0
2020-06-20,서울,14,0
2020-06-20,세종,0,0
2020-06-20,울산,0,0
2020-06-20,인천,5,0
2020-06-20,충북,0,0
2020-06-20,전남,0,0
2020-06-20,전북,1,0
2020-06-20,제주,0,0
2020-06-20,충남,2,0
2020-06-21,충남,1,0
2020-06-21,제주,0,0
2020-06-21,전북,0,0
2020-06-21,전남,0,0
2020-06-21,충북,0,0
2020-06-21,인천,0,0
2020-06-21,울산,0,0
2020-06-21,세종,1,0
2020-06-21,서울,17,0
2020-06-21,대구,1,0
2020-06-21,광주,1,0
2020-06-21,경남,1,0
2020-06-21,경북,0,0
2020-06-21,강원,2,0
2020-06-21,경기,10,0
2020-06-21,경남,1,0
2020-06-21,경북,0,0
2020-06-21,광주,1,0
2020-06-21,대구,1,0
2020-06-21,대전,10,0
2020-06-21,부산,0,0
2020-06-21,서울,17,0
2020-06-21,세종,1,0
2020-06-21,울산,0,0
2020-06-21,인천,0,0
2020-06-21,전남,0,0
2020-06-21,전북,0,0
2020-06-21,제주,0,0
2020-06-21,충남,1,0
2020-06-21,충북,0,0
2020-06-21,부산,0,0
2020-06-21,경기,10,0
2020-06-21,대전,10,0
2020-06-21,강원,2,0
2020-06-22,강원,0,0
2020-06-22,대전,0,0
2020-06-22,경기,6,0
2020-06-22,부산,0,0
2020-06-22,강원,0,0
2020-06-22,경기,6,0
2020-06-22,경남,0,0
2020-06-22,경북,1,0
2020-06-22,광주,0,0
2020-06-22,대구,1,0
2020-06-22,대전,0,0
2020-06-22,부산,0,0
2020-06-22,서울,5,0
2020-06-22,세종,0,0
2020-06-22,울산,0,0
2020-06-22,인천,1,0
2020-06-22,전남,0,0
2020-06-22,전북,1,0
2020-06-22,제주,0,0
2020-06-22,충남,2,0
2020-06-22,충북,0,0
2020-06-22,경북,1,0
2020-06-22,경남,0,0
2020-06-22,광주,0,0
2020-06-22,대구,1,0
2020-06-22,서울,5,0
2020-06-22,세종,0,0
2020-06-22,울산,0,0
2020-06-22,인천,1,0
2020-06-22,충북,0,0
2020-06-22,전남,0,0
2020-06-22,전북,1,0
2020-06-22,제주,0,0
2020-06-22,충남,2,0
2020-06-23,충남,0,0
2020-06-23,제주,0,0
2020-06-23,전북,0,0
2020-06-23,전남,0,0
2020-06-23,충북,1,0
2020-06-23,인천,1,0
2020-06-23,울산,0,0
2020-06-23,세종,0,0
2020-06-23,서울,6,0
2020-06-23,대구,1,0
2020-06-23,광주,0,0
2020-06-23,경남,0,0
2020-06-23,경북,0,0
2020-06-23,강원,0,0
2020-06-23,경기,7,1
2020-06-23,경남,0,0
2020-06-23,경북,0,0
2020-06-23,광주,0,0
2020-06-23,대구,1,0
2020-06-23,대전,4,0
2020-06-23,부산,0,0
2020-06-23,서울,6,0
2020-06-23,세종,0,0
2020-06-23,울산,0,0
2020-06-23,인천,1,0
2020-06-23,전남,0,0
2020-06-23,전북,0,0
2020-06-23,제주,0,0
2020-06-23,충남,0,0
2020-06-23,충북,1,0
2020-06-23,부산,0,0
2020-06-23,경기,7,1
2020-06-23,대전,4,0
2020-06-23,강원,0,0
2020-06-24,강원,1,0
2020-06-24,전북,1,0
2020-06-24,대전,8,0
2020-06-24,경기,7,0
2020-06-24,부산,2,0
2020-06-24,강원,1,0
2020-06-24,경기,7,0
2020-06-24,경남,0,0
2020-06-24,경북,1,0
2020-06-24,광주,0,0
2020-06-24,대구,2,0
2020-06-24,대전,8,0
2020-06-24,부산,2,0
2020-06-24,서울,11,0
2020-06-24,세종,0,0
2020-06-24,울산,2,0
2020-06-24,인천,3,0
2020-06-24,전남,0,0
2020-06-24,제주,0,0
2020-06-24,충남,1,0
2020-06-24,충북,0,0
2020-06-24,경북,1,0
2020-06-24,경남,0,0
2020-06-24,광주,0,0
2020-06-24,대구,2,0
2020-06-24,서울,11,0
2020-06-24,세종,0,0
2020-06-24,울산,2,0
2020-06-24,인천,3,0
2020-06-24,충북,0,0
2020-06-24,전남,0,0
2020-06-24,전북,1,0
2020-06-24,제주,0,0
2020-06-24,충남,1,0
2020-06-25,충남,1,0
2020-06-25,제주,0,0
2020-06-25,전북,0,0
2020-06-25,전남,0,0
2020-06-25,충북,0,0
2020-06-25,인천,1,0
2020-06-25,울산,0,0
2020-06-25,세종,0,0
2020-06-25,서울,9,1
2020-06-25,대구,0,0
2020-06-25,광주,0,0
2020-06-25,경남,0,0
2020-06-25,경북,0,0
2020-06-25,강원,0,0
2020-06-25,경기,9,0
2020-06-25,경남,0,0
2020-06-25,경북,0,0
2020-06-25,광주,0,0
2020-06-25,대구,0,0
2020-06-25,대전,4,0
2020-06-25,부산,0,0
2020-06-25,서울,9,1
2020-06-25,세종,0,0
2020-06-25,울산,0,0
2020-06-25,인천,1,0
2020-06-25,전남,0,0
2020-06-25,전북,0,0
2020-06-25,제주,0,0
2020-06-25,충남,1,0
2020-06-25,충북,0,0
2020-06-25,부산,0,0
2020-06-25,경기,9,0
2020-06-25,대전,4,0
2020-06-25,강원,0,0
2020-06-26,강원,1,0
2020-06-26,대전,4,0
2020-06-26,경기,4,0
2020-06-26,부산,0,0
2020-06-26,강원,1,0
2020-06-26,경기,4,0
2020-06-26,경남,0,0
2020-06-26,경북,1,0
2020-06-26,광주,0,0
2020-06-26,대구,0,0
2020-06-26,대전,4,0
2020-06-26,부산,0,0
2020-06-26,서울,17,0
2020-06-26,세종,0,0
2020-06-26,울산,0,0
2020-06-26,인천,2,0
2020-06-26,전남,0,0
2020-06-26,전북,0,0
2020-06-26,제주,0,0
2020-06-26,충남,3,0
2020-06-26,충북,0,0
2020-06-26,경북,1,0
2020-06-26,경남,0,0
2020-06-26,광주,0,0
2020-06-26,대구,0,0
2020-06-26,서울,17,0
2020-06-26,세종,0,0
2020-06-26,울산,0,0
2020-06-26,인천,2,0
2020-06-26,충북,0,0
2020-06-26,전남,0,0
2020-06-26,전북,0,0
2020-06-26,제주,0,0
2020-06-26,충남,3,0
2020-06-27,충남,0,0
2020-06-27,충남,0,0
2020-06-27,제주,0,0
2020-06-27,제주,0,0
2020-06-27,전북,1,0
2020-06-27,전북,1,0
2020-06-27,전남,0,0
2020-06-27,전남,0,0
2020-06-27,충북,1,0
2020-06-27,충북,1,0
2020-06-27,인천,1,1
2020-06-27,인천,1,0
2020-06-27,울산,0,0
2020-06-27,울산,0,0
2020-06-27,세종,0,0
2020-06-27,세종,0,0
2020-06-27,서울,17,0
2020-06-27,서울,17,0
2020-06-27,대구,1,0
2020-06-27,대구,1,0
2020-06-27,광주,0,0
2020-06-27,광주,0,0
2020-06-27,경남,0,0
2020-06-27,경남,0,0
2020-06-27,경북,0,0
2020-06-27,경북,0,0
2020-06-27,강원,0,0
2020-06-27,강원,0,0
2020-06-27,경기,17,0
2020-06-27,경기,17,1
2020-06-27,경남,0,0
2020-06-27,경남,0,0
2020-06-27,경북,0,0
2020-06-27,경북,0,0
2020-06-27,광주,0,0
2020-06-27,광주,0,0
2020-06-27,대구,1,0
2020-06-27,대구,1,0
2020-06-27,대전,2,0
2020-06-27,대전,2,0
2020-06-27,부산,0,0
2020-06-27,부산,0,0
2020-06-27,서울,17,0
2020-06-27,서울,17,0
2020-06-27,세종,0,0
2020-06-27,세종,0,0
2020-06-27,울산,0,0
2020-06-27,울산,0,0
2020-06-27,인천,1,1
2020-06-27,인천,1,0
2020-06-27,전남,0,0
2020-06-27,전남,0,0
2020-06-27,전북,1,0
2020-06-27,전북,1,0
2020-06-27,제주,0,0
2020-06-27,제주,0,0
2020-06-27,충남,0,0
2020-06-27,충남,0,0
2020-06-27,충북,1,0
2020-06-27,충북,1,0
2020-06-27,부산,0,0
2020-06-27,부산,0,0
2020-06-27,경기,17,0
2020-06-27,경기,17,1
2020-06-27,대전,2,0
2020-06-27,대전,2,0
2020-06-27,강원,0,0
2020-06-27,강원,0,0
2020-06-28,강원,0,0
2020-06-28,대전,6,0
2020-06-28,경기,17,0
2020-06-28,부산,0,0
2020-06-28,강원,0,0
2020-06-28,경기,17,0
2020-06-28,경남,0,0
2020-06-28,경북,0,0
2020-06-28,광주,4,0
2020-06-28,대구,0,0
2020-06-28,대전,6,0
2020-06-28,부산,0,0
2020-06-28,서울,14,0
2020-06-28,세종,0,0
2020-06-28,울산,0,0
2020-06-28,인천,0,0
2020-06-28,전남,3,0
2020-06-28,전북,0,0
2020-06-28,제주,0,0
2020-06-28,충남,1,0
2020-06-28,충북,1,0
2020-06-28,경북,0,0
2020-06-28,경남,0,0
2020-06-28,광주,4,0
2020-06-28,대구,0,0
2020-06-28,서울,14,0
2020-06-28,세종,0,0
2020-06-28,울산,0,0
2020-06-28,인천,0,0
2020-06-28,충북,1,0
2020-06-28,전남,3,0
2020-06-28,전북,0,0
2020-06-28,제주,0,0
2020-06-28,충남,1,0
2020-06-29,충남,0,0
2020-06-29,제주,0,0
2020-06-29,전북,1,0
2020-06-29,전남,1,0
2020-06-29,충북,0,0
2020-06-29,인천,1,0
2020-06-29,울산,0,0
2020-06-29,세종,0,0
2020-06-29,서울,7,0
2020-06-29,대구,2,0
2020-06-29,광주,4,0
2020-06-29,경남,1,0
2020-06-29,경북,1,0
2020-06-29,강원,0,0
2020-06-29,경기,16,0
2020-06-29,경남,1,0
2020-06-29,경북,1,0
2020-06-29,광주,4,0
2020-06-29,대구,2,0
2020-06-29,대전,2,0
2020-06-29,부산,1,0
2020-06-29,서울,7,0
2020-06-29,세종,0,0
2020-06-29,울산,0,0
2020-06-29,인천,1,0
2020-06-29,전남,1,0
2020-06-29,전북,1,0
2020-06-29,제주,0,0
2020-06-29,충남,0,0
2020-06-29,충북,0,0
2020-06-29,부산,1,0
2020-06-29,경기,16,0
2020-06-29,대전,2,0
2020-06-29,강원,0,0
2020-06-30,강원,1,0
2020-06-30,대전,5,0
2020-06-30,경기,7,0
2020-06-30,부산,1,0
2020-06-30,강원,1,0
2020-06-30,경기,7,0
2020-06-30,경남,0,0
2020-06-30,경북,1,0
2020-06-30,광주,3,0
2020-06-30,대구,0,0
2020-06-30,대전,5,0
2020-06-30,부산,1,0
2020-06-30,서울,7,0
2020-06-30,세종,1,0
2020-06-30,울산,0,0
2020-06-30,인천,3,0
2020-06-30,전남,0,0
2020-06-30,전북,0,0
2020-06-30,제주,0,0
2020-06-30,충남,0,0
2020-06-30,충북,1,0
2020-06-30,경북,1,0
2020-06-30,경남,0,0
2020-06-30,광주,3,0
2020-06-30,대구,0,0
2020-06-30,서울,7,0
2020-06-30,세종,1,0
2020-06-30,울산,0,0
2020-06-30,인천,3,0
2020-06-30,충북,1,0
2020-06-30,전남,0,0
2020-06-30,전북,0,0
2020-06-30,제주,0,0
2020-06-30,충남,0,0
2020-07-01,충남,1,0
2020-07-01,제주,0,0
2020-07-01,전북,0,0
2020-07-01,전남,1,0
2020-07-01,충북,0,0
2020-07-01,인천,2,0
2020-07-01,울산,0,0
2020-07-01,세종,0,0
2020-07-01,서울,9,0
2020-07-01,대구,1,0
2020-07-01,광주,12,0
2020-07-01,경남,0,0
2020-07-01,경북,0,0
2020-07-01,강원,0,0
2020-07-01,경기,16,0
2020-07-01,경남,0,0
2020-07-01,경북,0,0
2020-07-01,광주,12,0
2020-07-01,대구,1,0
2020-07-01,대전,4,0
2020-07-01,부산,0,0
2020-07-01,서울,9,0
2020-07-01,세종,0,0
2020-07-01,울산,0,0
2020-07-01,인천,2,0
2020-07-01,전남,1,0
2020-07-01,전북,0,0
2020-07-01,제주,0,0
2020-07-01,충남,1,0
2020-07-01,충북,0,0
2020-07-01,부산,0,0
2020-07-01,경기,16,0
2020-07-01,대전,4,0
2020-07-01,강원,0,0
2020-07-02,강원,0,0
2020-07-02,대전,1,0
2020-07-02,경기,10,0
2020-07-02,부산,0,0
2020-07-02,강원,0,0
2020-07-02,경기,10,0
2020-07-02,경남,0,0
2020-07-02,경북,0,0
2020-07-02,광주,22,0
2020-07-02,대구,3,0
2020-07-02,대전,1,0
2020-07-02,부산,0,0
2020-07-02,서울,13,0
2020-07-02,세종,0,0
2020-07-02,울산,0,0
2020-07-02,인천,0,0
2020-07-02,전남,0,0
2020-07-02,전북,0,0
2020-07-02,제주,0,0
2020-07-02,충남,3,0
2020-07-02,충북,0,0
2020-07-02,경북,0,0
2020-07-02,경남,0,0
2020-07-02,광주,22,0
2020-07-02,대구,3,0
2020-07-02,서울,13,0
2020-07-02,세종,0,0
2020-07-02,울산,0,0
2020-07-02,인천,0,0
2020-07-02,충북,0,0
2020-07-02,전남,0,0
2020-07-02,전북,0,0
2020-07-02,제주,0,0
2020-07-02,충남,3,0
2020-07-03,충남,1,0
2020-07-03,제주,0,0
2020-07-03,전북,1,0
2020-07-03,전남,0,0
2020-07-03,충북,0,0
2020-07-03,인천,1,0
2020-07-03,울산,0,0
2020-07-03,세종,0,0
2020-07-03,서울,12,0
2020-07-03,대구,13,0
2020-07-03,광주,6,0
2020-07-03,경남,2,0
2020-07-03,경북,1,0
2020-07-03,강원,0,0
2020-07-03,경기,18,0
2020-07-03,경남,2,0
2020-07-03,경북,1,0
2020-07-03,광주,6,0
2020-07-03,대구,13,0
2020-07-03,대전,4,0
2020-07-03,부산,0,0
2020-07-03,서울,12,0
2020-07-03,세종,0,0
2020-07-03,울산,0,0
2020-07-03,인천,1,0
2020-07-03,전남,0,0
2020-07-03,전북,1,0
2020-07-03,제주,0,0
2020-07-03,충남,1,0
2020-07-03,충북,0,0
2020-07-03,부산,0,0
2020-07-03,경기,18,0
2020-07-03,대전,4,0
2020-07-03,강원,0,0
2020-07-04,강원,0,0
2020-07-04,대전,3,0
2020-07-04,경기,19,0
2020-07-04,부산,1,0
2020-07-04,강원,0,0
2020-07-04,경기,19,0
2020-07-04,경남,1,0
2020-07-04,경북,1,0
2020-07-04,광주,8,0
2020-07-04,대구,1,0
2020-07-04,대전,3,0
2020-07-04,부산,1,0
2020-07-04,서울,7,1
2020-07-04,세종,0,0
2020-07-04,울산,0,0
2020-07-04,인천,2,0
2020-07-04,전남,0,0
2020-07-04,전북,0,0
2020-07-04,제주,0,0
2020-07-04,충남,0,0
2020-07-04,충북,2,0
2020-07-04,경북,1,0
2020-07-04,경남,1,0
2020-07-04,광주,8,0
2020-07-04,대구,1,0
2020-07-04,서울,7,1
2020-07-04,세종,0,0
2020-07-04,울산,0,0
2020-07-04,인천,2,0
2020-07-04,충북,2,0
2020-07-04,전남,0,0
2020-07-04,전북,0,0
2020-07-04,제주,0,0
2020-07-04,충남,0,0
2020-07-05,충남,0,0
2020-07-05,제주,1,0
2020-07-05,전북,1,0
2020-07-05,전남,0,0
2020-07-05,충북,0,0
2020-07-05,인천,0,0
2020-07-05,울산,0,0
2020-07-05,세종,0,0
2020-07-05,서울,16,0
2020-07-05,대구,0,0
2020-07-05,광주,16,0
2020-07-05,경남,0,0
2020-07-05,경북,1,0
2020-07-05,강원,1,0
2020-07-05,경기,8,0
2020-07-05,경남,0,0
2020-07-05,경북,1,0
2020-07-05,광주,16,0
2020-07-05,대구,0,0
2020-07-05,대전,8,0
2020-07-05,부산,0,0
2020-07-05,서울,16,0
2020-07-05,세종,0,0
2020-07-05,울산,0,0
2020-07-05,인천,0,0
2020-07-05,전남,0,0
2020-07-05,전북,1,0
2020-07-05,제주,1,0
2020-07-05,충남,0,0
2020-07-05,충북,0,0
2020-07-05,부산,0,0
2020-07-05,경기,8,0
2020-07-05,대전,8,0
2020-07-05,강원,1,0
2020-07-06,강원,1,0
2020-07-06,대전,2,1
2020-07-06,경기,6,0
2020-07-06,부산,1,0
2020-07-06,강원,1,0
2020-07-06,경기,6,0
2020-07-06,경남,1,0
2020-07-06,경북,1,0
2020-07-06,광주,7,0
2020-07-06,대구,2,0
2020-07-06,대전,2,1
2020-07-06,부산,1,0
2020-07-06,서울,3,0
2020-07-06,세종,0,0
2020-07-06,울산,0,0
2020-07-06,인천,6,0
2020-07-06,전남,2,0
2020-07-06,전북,0,0
2020-07-06,제주,0,0
2020-07-06,충남,1,0
2020-07-06,충북,0,0
2020-07-06,경북,1,0
2020-07-06,경남,1,0
2020-07-06,광주,7,0
2020-07-06,대구,2,0
2020-07-06,서울,3,0
2020-07-06,세종,0,0
2020-07-06,울산,0,0
2020-07-06,인천,6,0
2020-07-06,충북,0,0
2020-07-06,전남,2,0
2020-07-06,전북,0,0
2020-07-06,제주,0,0
2020-07-06,충남,1,0
2020-07-07,충남,0,0
2020-07-07,제주,0,0
2020-07-07,전북,1,0
2020-07-07,전남,0,0
2020-07-07,충북,0,0
2020-07-07,인천,2,0
2020-07-07,울산,0,0
2020-07-07,세종,0,0
2020-07-07,서울,3,0
2020-07-07,대구,1,0
2020-07-07,광주,6,0
2020-07-07,경남,0,0
2020-07-07,경북,0,0
2020-07-07,강원,0,0
2020-07-07,경기,13,1
2020-07-07,경남,0,0
2020-07-07,경북,0,0
2020-07-07,광주,6,0
2020-07-07,대구,1,0
2020-07-07,대전,2,0
2020-07-07,부산,0,0
2020-07-07,서울,3,0
2020-07-07,세종,0,0
2020-07-07,울산,0,0
2020-07-07,인천,2,0
2020-07-07,전남,0,0
